parent_process_md5,parent_process_sha1,parent_process_sha256,parent_process_creation_date,process_id,agentid,elastic_id,usernames_id,agent_id,event_type,year,month,day,hour,parent_executablepath,executable_path,computername,parent_process_owner,process_owner,process_domain,parent_process_name,process_name,tenant_id,command_line,parent_command_line
,,,,"{""int"": 17744, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,pZiNenwBDac3IFZAGDVd,1257.0,,user_process_execs,2021,10,13,16,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_56,name_541,name_498,name_640,executable_163,executable_165,tenant_c,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:backgroundtaskhost.webaccountprovider",
,,,,"{""int"": 12280, ""string"": null}",b0d19e7029b5c1529a257fd8f2c7573e,ML7Ef3wBLwEQS1RK9EvP,,,user_process_execs,2021,10,14,16,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_11,name_471,name_471,name_640,executable_398,executable_163,tenant_c,,
,,,,"{""int"": 19072, ""string"": null}",32615bbe42c0ae71b1b9e63a0d7008e1,0QUJfnwBB0gvw5rfmuNr,,,user_process_execs,2021,10,14,8,c:\dir_a_a86)\dir_b_e\dir_c_g12 agent\executable_350,c:\dir_a_a86)\dir_b_e\dir_c_g12 agent\executable_180,name_650,name_441,name_441,name_640,executable_350,executable_180,tenant_c,"""c:\program files (x86)\gfi\languard 12 agent\update.exe"" /suid:84028266-18a4-490f-9a58-8dd6a7ad7c7e  /wkl",
,,,,"{""int"": null, ""string"": """"}",479f33d6f9f53c386b490146d7d92f50,hNn4enwBdqP6iFOWNV9D,,,user_process_execs,2021,10,13,18,,,name_85,,,,,,tenant_e,,
,,,,"{""int"": null, ""string"": """"}",863bb198c0239c365290cc76f3ee3ff4,aIKwfHwBACIhUi-knxk7,,,user_process_execs,2021,10,14,2,,,name_133,,,,,,tenant_e,,
,,,,"{""int"": null, ""string"": """"}",090324aef9b906c8ae71836c0f81eb58,-RoUfnwBV1WtlBxDgIKn,,,user_process_execs,2021,10,14,9,,,name_31,,,,,,tenant_c,,
,,,,"{""int"": 8524, ""string"": null}",6fdfc785d72799667f54887abbb48219,8Do_fnwBEhvPAxw3T3-q,,,user_process_execs,2021,10,14,9,c:\dir_a_c\dir_b_c\dir_c_ab\test_8e87cbb8-f06c-3a01-9f98-d07d87a9ea6f_executable_420,c:\dir_a_a86)\dir_b_c\dir_c_f\executable_198,test_12fc65c4-ef8f-3388-a198-1d3053f11a10_name_69,name_579,name_579,name_640,test_8e87cbb8-f06c-3a01-9f98-d07d87a9ea6f_executable_420,executable_198,tenant_c,,
,,,,"{""int"": 3312, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,cr0re3wBD4PMs8-Y93Jy,958.0,,user_process_execs,2021,10,13,19,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_c\dir_b_ci\dir_c_ah\dir_d_i16\executable_194,name_50,name_529,name_556,name_640,executable_163,executable_194,tenant_c,"""c:\program files\microsoft office\root\office16\sdxhelper.exe"" -embedding",
,,,,"{""int"": 10820, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,mllAe3wBV1WtlBxDYL0A,,,user_process_execs,2021,10,13,19,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_39,name_512,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": null, ""string"": ""16380""}",2223448c9a253e41ec46670019a1f146,82grfHwBXiyPKgRrOO_P,36.0,,user_process_execs,2021,10,14,0,,c:\dir_a_b\dir_b_ii\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_76,,name_557,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\SMorton\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1200,3240592836455114125,17502875812844777703,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\SMorton\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2284 /prefetch:1",
,,,,"{""int"": 3124, ""string"": null}",6c2a5399d1cf8df22ec5c2b9bf743e35,tRsvfnwBB0gvw5rfM1iy,,,user_process_execs,2021,10,14,9,asdf_0x197ab829c_executable_7,c:\dir_a_a86)\dir_b_ajj\dir_c_eg\dir_d_cc\dir_e_cf\executable_207,name_79,name_546,name_546,name_640,asdf_0x197ab829c_executable_7,executable_207,tenant_c,"""c:/program files (x86)/xima software/chronicall/postgres/bin/postgres.exe"" ""--forkavworker"" ""5112""",
,,,,"{""int"": 13932, ""string"": null}",59931be4d8629cb5c921b2b4ff6abf48,Vfd9gHwBxoofP3v-ea5p,1227.0,,user_process_execs,2021,10,14,20,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_170,name_64,name_540,name_568,name_640,executable_163,executable_170,tenant_c,taskhostw.exe $(arg0),
,,,,"{""int"": 3200, ""string"": null}",6818e56490735a1dd7d812c45c93d5ad,_GFCfXwBUJtdm8Rq0N5a,,,user_process_execs,2021,10,14,5,asdf_0x197ab829c_executable_7,c:\dir_a_j\dir_b_j32\executable_171,name_102,name_611,name_611,name_640,asdf_0x197ab829c_executable_7,executable_171,tenant_c,"""cmd.exe"" /c net users",
,,,,"{""int"": null, ""string"": """"}",0de225bb2b0d86a8c422c93c5f60934b,pvI6f3wBxoofP3v-vCAs,156.0,,user_process_execs,2021,10,14,14,,,name_118,,,,,,tenant_e,,
,,,,"{""int"": 20100, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,JUELfXwBUJtdm8Rqgfg3,,,user_process_execs,2021,10,14,4,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_3,name_490,name_440,name_642,executable_163,executable_164,tenant_c,,
,,,,"{""int"": 16248, ""string"": null}",aa0b7a6f95f3961b4fc33a39f30f8b28,ijYZfXwBWkqM6Gh_5ohc,,,user_process_execs,2021,10,14,4,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_15,name_515,name_515,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k wsappx -p -s appxsvc,
,,,,"{""int"": 16780, ""string"": null}",f78ea8b7cf43a0811ffdf7389527eb32,xjbcgHwB0-fRXDno3kQe,77.0,,user_process_execs,2021,10,14,21,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_6,name_447,name_447,name_640,executable_168,executable_168,tenant_c,,
,,,,"{""int"": 2540, ""string"": null}",86bfe409a0b8ece22d425e5522f9aca4,9L0Sf3wBV1WtlBxDFsoQ,,,user_process_execs,2021,10,14,13,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_91,name_598,name_598,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 458 -interruptevent 0 -ngenprocess 214 -pipe 454 -comment ""ngen worker process""",
,,,,"{""int"": 9376, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,cRmYeHwBjd7GdOioNNr-,,,user_process_execs,2021,10,13,7,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_bh64\dir_c_db\executable_164,name_47,name_479,name_479,name_640,executable_163,executable_164,tenant_c,c:\windows\syswow64\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 15384, ""string"": null}",f78ea8b7cf43a0811ffdf7389527eb32,1Jc0f3wBUJtdm8RqPDw5,77.0,,user_process_execs,2021,10,14,14,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_c\dir_b_aja\dir_c_fd10.2103.8.0_x64__8wekyb3d8bbwe\executable_236,name_6,name_488,name_447,name_640,executable_163,executable_236,tenant_c,,
,,,,"{""int"": 19580, ""string"": null}",090324aef9b906c8ae71836c0f81eb58,1N5se3wBNpbLFxe_4yGp,1551.0,,user_process_execs,2021,10,13,20,c:\dir_a_b\dir_b_da\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_da\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_31,name_576,name_576,name_640,executable_160,executable_160,tenant_c,"""c:\users\mfoor\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1704,12187746053378305090,10435901735366159898,131072 --enable-features=contextbridgemutability,webcomponentsv0enabled,winusebrowserspellchecker,winusehybridspellchecker --disable-features=cookieswithoutsamesitemustbesecure,samesitebydefaultcookies,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\mfoor\appdata\local\microsoft\teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1562 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5404 /prefetch:1",
,,,,"{""int"": 11828, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,_gOPe3wBXiyPKgRrTygZ,38.0,,user_process_execs,2021,10,13,21,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_c\dir_b_ci\dir_c_ah\dir_d_i16\executable_194,name_12,name_455,name_472,name_640,executable_163,executable_194,tenant_c,"""c:\program files\microsoft office\root\office16\sdxhelper.exe"" /onlogon",
,,,,"{""int"": 20840, ""string"": null}",32615bbe42c0ae71b1b9e63a0d7008e1,gVD6eHwBjd7GdOioB2J6,,,user_process_execs,2021,10,13,9,c:\dir_a_c\dir_b_h\dir_c_aa\dir_d_e\executable_205,c:\dir_a_c\dir_b_h\dir_c_aa\dir_d_e\dir_e_h\16dir_f_a0.14527.20128\executable_205,name_650,name_441,name_441,name_640,executable_205,executable_205,tenant_c,officeclicktorun.exe /update,
,,,,"{""int"": 15732, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,dCESgXwBDac3IFZA9BPk,1226.0,,user_process_execs,2021,10,14,22,c:\dir_a_b\dir_b_di\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_di\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_37,name_499,name_499,name_640,executable_160,executable_160,tenant_c,"""c:\users\cnewman\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1676,2819476294240160483,5371212031032176895,131072 --enable-features=contextbridgemutability,webcomponentsv0enabled,winusebrowserspellchecker,winusehybridspellchecker --disable-features=cookieswithoutsamesitemustbesecure,samesitebydefaultcookies,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\cnewman\appdata\local\microsoft\teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=271 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5148 /prefetch:1",
,,,,"{""int"": null, ""string"": ""1360""}",60ba53ba2cf7602fac7467b672fa4193,s316e3wBqhyjhem8Dwfp,1258.0,,user_process_execs,2021,10,13,20,,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,name_54,,name_572,name_641,executable_17,executable_166,tenant_c,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-client-side-phishing-detection --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=2096,17823353925409165084,393270659810876702,131072 --lang=en-US --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=160 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9576 /prefetch:1",
,,,,"{""int"": 5780, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,8SowfnwBV1WtlBxDQyu_,,,user_process_execs,2021,10,14,9,c:\dir_a_c\dir_b_c\dir_c_ae\executable_472,c:\dir_a_c\dir_b_c\dir_c_ae\executable_216,name_44,name_534,name_534,name_640,executable_472,executable_216,tenant_c,"sophososquery.exe --d --flagfile=""c:\programdata\sophos\live query\config\livequery.flags"" --socket=\\.\pipe\sophoslivequery_jkbuwhukrq.sock --extensions_require=sophosextension,sophosmdrextension,sophosserviceextension",
,,,,"{""int"": 15088, ""string"": null}",171e1e972f703b7cd3721c19de438886,LS6tfnwBdqP6iFOWIgxc,,,user_process_execs,2021,10,14,11,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_178,asdf_0x131acde8918c_name_1,name_443,name_443,name_643,executable_171,executable_178,tenant_e,"find  /v ""running""  ",
,,,,"{""int"": 14880, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,EI9wfXwBDac3IFZAaquI,,,user_process_execs,2021,10,14,6,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_if\executable_176,name_8,name_519,name_519,name_640,executable_398,executable_176,tenant_c,,
,,,,"{""int"": null, ""string"": """"}",8f98c43a145a749c291c266342b43359,lgrmfXwB0-fRXDnop6C_,26.0,,user_process_execs,2021,10,14,8,,,name_142,,,,,,tenant_e,,
,,,,"{""int"": 17756, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,TsTKf3wBNBIFWOYHkkAG,,,user_process_execs,2021,10,14,17,c:\dir_a_a86)\dir_b_c\dir_c_c\dir_d_b\executable_353,c:\dir_a_a86)\dir_b_ff\executable_167,name_44,name_534,name_534,name_640,executable_353,executable_167,tenant_c,"""c:\program files (x86)\hitmanpro.alert\hmpalert.exe"" /status",
,,,,"{""int"": 14016, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,A6ZAgHwBqhyjhem8JXa1,,,user_process_execs,2021,10,14,19,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_bh64\dir_c_db\executable_164,name_22,name_468,name_468,name_640,executable_163,executable_164,tenant_c,c:\windows\syswow64\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 4828, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,AQqhgHwB0-fRXDnoJEdY,,,user_process_execs,2021,10,14,20,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\94dir_e_d0.992.47\executable_322,name_21,name_470,name_470,name_640,executable_163,executable_322,tenant_c,"""c:\program files (x86)\microsoft\edge\application\94.0.992.47\notification_helper.exe"" -embedding",
,,,,"{""int"": 15536, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,-NmId3wB0-fRXDnokJrJ,,,user_process_execs,2021,10,13,2,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\dir_c_db\executable_172,name_50,name_529,name_529,name_640,executable_398,executable_172,tenant_c,c:\windows\system32\wbem\wmiapsrv.exe,
,,,,"{""int"": 2872, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,NaoFf3wBqhyjhem8IGbw,,,user_process_execs,2021,10,14,13,c:\dir_a_a86)\dir_b_c\dir_c_c\dir_d_b\executable_353,c:\dir_a_a86)\dir_b_ff\executable_167,name_24,name_467,name_467,name_640,executable_353,executable_167,tenant_c,"""c:\program files (x86)\hitmanpro.alert\hmpalert.exe"" /verifypolicy=""c:\programdata\hitmanpro.alert\policy_20211014132313""",
,,,,"{""int"": 8156, ""string"": null}",f1d4622dfa3e4af504b5a462902c920b,xKF7fHwBD4PMs8-YG_Wd,290.0,,user_process_execs,2021,10,14,1,c:\dir_a_b\dir_b_bd\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_bd\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_20,name_473,name_473,name_640,executable_160,executable_160,tenant_c,"""c:\users\dsanchez\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1656,16986771302746390360,2813410317403424854,131072 --enable-features=contextbridgemutability,webcomponentsv0enabled,winusebrowserspellchecker,winusehybridspellchecker --disable-features=cookieswithoutsamesitemustbesecure,samesitebydefaultcookies,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\dsanchez\appdata\local\microsoft\teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=161 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2248 /prefetch:1",
,,,,"{""int"": 280, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,8Bx4f3wB0-fRXDnoT2sr,,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_74,name_511,name_511,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 5b8 -interruptevent 0 -ngenprocess 43c -pipe 624 -comment ""ngen worker process""",
,,,,"{""int"": 14448, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,bQNgenwBNpbLFxe_2l1f,,,user_process_execs,2021,10,13,15,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_23,name_477,name_477,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 5f4 -interruptevent 0 -ngenprocess 59c -pipe 4bc -comment ""ngen worker process""",
,,,,"{""int"": 8068, ""string"": null}",bbdb0d68baffacd92d7b12248a22d426,zs7QfHwBLwEQS1RKGMcU,,,user_process_execs,2021,10,14,3,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_227,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,name_57,name_517,name_517,name_640,executable_227,executable_185,tenant_c,"""c:\windows\microsoft.net\framework64\v4.0.30319\ngen.exe"" install ""c:\windows\system32\winmetadata\windows.devices.winmd"" /nodependencies /noroot /version:v4.0.30319 /legacyservicebehavior",
,,,,"{""int"": 13852, ""string"": null}",798bc6e312b6d66c6038a0ab8df60da4,n2NDe3wBEhvPAxw3y9g8,,,user_process_execs,2021,10,13,19,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\executable_371,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\asdf_0xAB18918Da_executable_189,name_35,name_554,name_554,name_640,executable_371,asdf_0xAB18918Da_executable_189,tenant_c,,
,,,,"{""int"": 19392, ""string"": null}",ff4a4def5b0da1d493849490701d35a8,gznVe3wBNBIFWOYH5lpx,1353.0,,user_process_execs,2021,10,13,22,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_25,name_507,name_507,name_640,executable_168,executable_168,tenant_c,"""c:\program files (x86)\google\chrome\application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.networkservice --field-trial-handle=1784,2620442864277465919,16267434203598952904,131072 --lang=en-us --service-sandbox-type=none --mojo-platform-channel-handle=2012 /prefetch:8",
,,,,"{""int"": 21812, ""string"": null}",7426ae4b4e07ecfb5ed97b2ed5bd4c4a,hPRTgHwBACIhUi-kHvym,1224.0,,user_process_execs,2021,10,14,19,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_9,name_452,name_452,name_640,executable_168,executable_168,tenant_c,"""c:\program files (x86)\google\chrome\application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1760,5990817126219881002,2272792430433717698,131072 --lang=en-us --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=550 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=15888 /prefetch:1",
,,,,"{""int"": 23024, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,KQ6beXwBEhvPAxw35UHH,,,user_process_execs,2021,10,13,12,c:\dir_a_j\dir_b_j32\executable_195,c:\dir_a_j\dir_b_j32\executable_162,name_10,name_457,name_457,name_640,executable_195,executable_162,tenant_c,\??\c:\windows\system32\conhost.exe 0xffffffff -forcev1,
,,,,"{""int"": 15752, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,s_rGeHwBXiyPKgRrUw-H,,,user_process_execs,2021,10,13,8,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,test_9441501d-f633-365a-8955-9df443edc762_name_32,name_494,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 14052, ""string"": null}",ff4a4def5b0da1d493849490701d35a8,1RoqenwBjd7GdOioDmDX,,,user_process_execs,2021,10,13,14,c:\dir_a_j\dir_b_j32\executable_211,c:\dir_a_j\dir_b_bh64\executable_211,name_25,name_475,name_475,name_640,executable_211,executable_211,tenant_c,c:\windows\syswow64\msiexec.exe -embedding 3c72f014605f7c2136ece83e7fc3720e e global\msi0000,
,,,,"{""int"": 15096, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,Ed2VeHwBXiyPKgRrVsZc,,,user_process_execs,2021,10,13,7,c:\dir_a_a86)\dir_b_c\dir_c_aj\dir_d_h\executable_326,c:\dir_a_a86)\dir_b_c\dir_c_aj\dir_d_h\executable_459,test_f525e31a-634c-3d2f-9447-999cf6b5b6a0_name_67,name_530,name_530,name_640,executable_326,executable_459,tenant_c,submittelem.exe,
,,,,"{""int"": 15692, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,kkoZfXwBUJtdm8Rq5xjp,,,user_process_execs,2021,10,14,4,c:\dir_a_d\dir_b_c\dir_c_aj\dir_d_f\dir_e_a1.dir\executable_191,c:\dir_a_d\dir_b_c\dir_c_aj\dir_d_f\dir_e_a1.dir\executable_210,name_27,name_492,name_492,name_640,executable_191,executable_210,tenant_c,c:\programdata\sophos\autoupdate\cache\sophos_autoupdate1.dir\su-setup32.exe,
